customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C088029,45-54,Female,West,VIP,Mobile App,35,397.88,14878.61,109,145,0.25,0.28,0.82,13,23.0,Medium,1
C088030,18-24,Other,South,Loyal,In-Store,2,322.08,704.15,87,9,0.75,0.3,0.44,16,43.0,Low,0
C088031,35-44,Male,Central,Returning,In-Store,35,80.4,2636.48,159,188,0.48,0.49,0.28,94,60.5,Low,0
C088032,55+,Male,East,New,Mobile App,3,330.08,1122.59,98,10,0.29,0.86,0.44,59,71.0,Low,0
C088033,45-54,Female,North,VIP,Mobile App,5,394.43,2148.65,123,15,0.7,0.31,0.55,11,38.0,Medium,0
C088034,45-54,Female,West,New,Mobile App,5,324.48,1789.42,301,11,0.68,0.86,0.5,15,68.0,High,1
C088035,18-24,Female,West,Returning,Mobile App,8,67.69,484.22,64,23,0.54,0.7,0.84,18,43.0,Medium,0
C088036,18-24,Other,East,Loyal,Online,5,303.82,1604.27,103,17,0.46,0.29,0.84,19,22.5,Medium,1
C088037,25-34,Other,South,Returning,In-Store,1,91.58,98.24,295,5,0.62,0.61,0.43,45,59.0,High,1
C088038,35-44,Other,East,VIP,In-Store,5,26.55,119.36,279,31,0.65,0.14,0.4,64,37.0,High,1
C088039,25-34,Other,West,Returning,Online,8,25.02,216.99,37,62,0.67,0.61,0.67,71,47.0,Low,0
C088040,18-24,Male,Central,New,Mobile App,12,148.81,1986.42,162,36,0.6,0.68,0.83,81,42.5,High,1
C088041,25-34,Male,East,VIP,Online,8,184.36,1544.21,2,30,0.8,0.87,0.79,53,54.0,Low,0
C088042,55+,Female,West,VIP,In-Store,2,159.83,343.82,212,4,0.63,0.15,0.52,12,31.5,Medium,1
C088043,18-24,Other,North,Returning,Online,12,50.85,537.88,56,74,0.08,0.16,0.65,12,25.5,Low,0
C088044,25-34,Other,West,Returning,Online,1,142.53,123.64,73,7,0.14,0.74,0.39,12,67.5,Low,0
C088045,45-54,Other,Central,Returning,Online,35,137.85,4825.12,111,225,0.32,0.36,0.71,14,32.5,Medium,0
C088046,25-34,Male,East,New,Mobile App,5,194.39,934.92,181,13,0.18,0.88,0.29,71,79.5,Medium,0
C088047,25-34,Male,North,Loyal,Mobile App,1,397.79,435.97,130,2,0.69,0.68,0.62,44,53.0,Medium,0
C088048,55+,Male,Central,New,In-Store,20,155.97,3347.13,192,42,0.66,0.29,0.07,26,61.0,Low,0
C088049,25-34,Male,Central,Loyal,Mobile App,12,197.75,2667.62,347,95,0.68,0.45,0.79,98,33.0,High,1
C088050,25-34,Female,West,New,Mobile App,8,387.0,3392.07,238,37,0.47,0.06,0.05,71,50.5,Medium,0
C088051,45-54,Female,Central,Returning,Online,8,189.03,1672.93,237,21,0.72,0.84,0.18,96,83.0,Medium,0
C088052,18-24,Female,East,Loyal,Online,8,34.44,330.16,22,27,0.73,0.86,0.75,82,55.5,Low,0
C088053,18-24,Other,North,Loyal,Mobile App,5,27.95,144.22,62,25,0.61,0.39,0.84,59,27.5,Medium,0
C088054,45-54,Male,East,VIP,Online,8,143.84,997.64,291,40,0.34,0.3,0.72,44,29.0,High,1
C088055,45-54,Male,South,Returning,Online,20,202.02,4062.5,324,107,0.22,0.38,0.29,18,54.5,High,1
C088056,55+,Female,East,New,In-Store,12,312.7,3380.59,285,72,0.11,0.72,0.59,52,56.5,High,1
C088057,45-54,Other,Central,VIP,Online,2,268.98,623.26,15,6,0.71,0.35,0.27,12,54.0,Low,0
C088058,25-34,Male,West,New,In-Store,8,308.5,2531.94,270,50,0.68,0.77,0.85,59,46.0,High,1
C088059,35-44,Male,North,New,Online,12,326.59,4695.66,348,95,0.62,0.7,0.47,70,61.5,High,1
C088060,18-24,Female,South,Loyal,In-Store,12,238.59,3246.76,109,56,0.75,0.82,0.59,78,61.5,Low,0
C088061,55+,Male,West,Returning,Mobile App,12,38.41,476.59,289,39,0.19,0.76,0.45,96,65.5,High,1
C088062,25-34,Female,South,Loyal,In-Store,5,87.63,421.32,207,17,0.77,0.67,0.13,90,77.0,Low,0
C088063,25-34,Female,Central,VIP,In-Store,8,288.65,2073.49,26,63,0.45,0.07,0.84,49,11.5,Low,0
C088064,18-24,Female,East,Returning,Online,2,268.04,464.57,118,13,0.76,0.46,0.51,57,47.5,Low,0
C088065,45-54,Other,Central,New,Online,5,127.79,585.51,214,30,0.3,0.47,0.58,39,44.5,High,1
C088066,55+,Female,West,VIP,In-Store,20,296.88,5766.75,241,127,0.52,0.63,0.58,42,52.5,High,1
C088067,35-44,Male,South,Returning,Mobile App,20,232.84,4119.06,363,58,0.75,0.66,0.4,29,63.0,High,1
C088068,55+,Male,Central,Loyal,Mobile App,2,117.88,237.91,34,11,0.22,0.81,0.77,44,52.0,Low,0
C088069,45-54,Female,Central,New,Mobile App,2,297.05,550.8,67,7,0.77,0.43,0.11,65,66.0,Low,0
C088070,18-24,Other,North,Loyal,Mobile App,12,182.13,2600.27,199,69,0.66,0.51,0.77,81,37.0,Medium,1
C088071,25-34,Female,Central,VIP,Online,2,134.41,314.7,271,4,0.5,0.08,0.5,18,29.0,High,1
C088072,55+,Female,North,New,Online,12,133.8,1521.44,56,94,0.29,0.41,0.09,10,66.0,Low,0
C088073,55+,Other,South,Loyal,Mobile App,1,28.18,28.59,158,6,0.16,0.34,0.76,42,29.0,High,1
C088074,45-54,Male,East,VIP,Mobile App,2,188.67,366.18,296,10,0.72,0.84,0.18,78,83.0,Medium,1
C088075,18-24,Male,North,VIP,Mobile App,60,92.48,5178.74,329,385,0.64,0.41,0.14,61,63.5,Medium,1
C088076,35-44,Other,South,New,Mobile App,20,56.34,975.44,294,116,0.35,0.62,0.53,33,54.5,High,1
C088077,25-34,Male,East,Loyal,In-Store,8,89.15,665.64,362,20,0.48,0.52,0.83,27,34.5,High,1
C088078,35-44,Other,West,Loyal,Online,1,340.32,306.52,140,6,0.32,0.09,0.59,13,25.0,Medium,0
C088079,45-54,Female,Central,New,Online,5,362.83,1856.17,96,19,0.2,0.22,0.15,53,53.5,Low,0
C088080,55+,Male,West,VIP,Online,20,205.08,3606.85,358,83,0.51,0.74,0.79,14,47.5,High,1
C088081,55+,Other,East,Loyal,Mobile App,1,383.18,356.84,171,5,0.39,0.79,0.23,61,78.0,Medium,0
C088082,35-44,Male,North,Loyal,Mobile App,60,157.44,9939.75,329,190,0.23,0.79,0.28,13,75.5,High,1
C088083,45-54,Female,West,New,In-Store,12,249.6,2837.37,36,95,0.09,0.31,0.34,80,48.5,Low,0
C088084,35-44,Other,East,Returning,Online,1,43.33,37.42,139,7,0.49,0.56,0.66,86,45.0,Low,0
C088085,45-54,Male,South,VIP,Mobile App,12,102.33,1051.19,245,79,0.07,0.76,0.81,87,47.5,High,1
C088086,45-54,Male,North,VIP,Online,3,331.2,1116.94,221,19,0.42,0.42,0.31,14,55.5,Medium,1
C088087,25-34,Male,North,VIP,Online,20,364.46,7117.45,308,107,0.4,0.48,0.67,40,40.5,High,1
C088088,45-54,Other,Central,New,In-Store,2,226.66,515.81,345,14,0.07,0.84,0.11,24,86.5,High,1
C088089,18-24,Female,West,Loyal,Online,12,250.61,2696.91,265,48,0.56,0.16,0.37,89,39.5,Medium,0
C088090,45-54,Male,South,Returning,Mobile App,12,273.84,2835.37,263,31,0.54,0.54,0.34,43,60.0,High,1
C088091,25-34,Other,East,VIP,Mobile App,1,64.69,76.59,339,3,0.76,0.27,0.15,32,56.0,High,1
C088092,55+,Female,East,VIP,In-Store,60,329.5,19067.04,163,303,0.65,0.45,0.58,72,43.5,Low,0
C088093,45-54,Male,Central,New,In-Store,20,305.41,5252.83,326,149,0.12,0.44,0.74,96,35.0,High,1
C088094,45-54,Other,East,New,Online,12,242.56,2516.75,39,67,0.58,0.34,0.51,72,41.5,Low,0
C088095,18-24,Male,East,New,In-Store,20,315.9,6028.93,73,67,0.8,0.75,0.84,13,45.5,High,1
C088096,45-54,Male,East,Loyal,Mobile App,3,25.52,75.71,233,16,0.7,0.24,0.1,18,57.0,Medium,1
C088097,35-44,Other,South,Returning,Online,20,46.09,995.9,180,145,0.3,0.2,0.46,76,37.0,Low,0
C088098,35-44,Other,Central,Returning,Online,20,166.33,3907.12,246,47,0.21,0.3,0.39,30,45.5,Medium,1
C088099,45-54,Male,South,Loyal,Online,8,67.99,555.87,170,42,0.16,0.75,0.55,41,60.0,Medium,1
C088100,18-24,Male,South,Loyal,Mobile App,5,236.23,1200.11,220,10,0.11,0.75,0.42,99,66.5,Low,0
C088101,35-44,Male,South,Loyal,In-Store,35,372.23,12832.32,320,75,0.33,0.38,0.37,26,50.5,High,1
C088102,55+,Female,East,Returning,In-Store,5,96.33,574.4,178,13,0.38,0.19,0.25,43,47.0,Medium,0
C088103,18-24,Other,East,VIP,Online,1,45.54,50.79,27,3,0.13,0.15,0.36,69,39.5,Low,0
C088104,55+,Other,South,VIP,In-Store,60,40.83,2213.81,146,208,0.73,0.87,0.23,29,82.0,Low,0
C088105,35-44,Female,North,Loyal,Mobile App,20,267.38,4781.62,210,142,0.79,0.37,0.59,74,39.0,Medium,1
C088106,25-34,Male,West,VIP,In-Store,8,120.24,1026.11,331,18,0.26,0.73,0.35,33,69.0,High,1
C088107,25-34,Other,Central,Returning,Mobile App,20,137.18,2664.14,218,82,0.54,0.3,0.22,25,54.0,Medium,1
C088108,18-24,Male,Central,Loyal,In-Store,2,308.21,614.68,249,7,0.29,0.8,0.53,95,63.5,Medium,1
C088109,18-24,Male,Central,Returning,Online,1,234.94,266.87,268,3,0.24,0.14,0.19,41,47.5,High,1
C088110,55+,Male,West,VIP,Mobile App,5,396.45,1886.07,276,39,0.42,0.5,0.59,26,45.5,High,1
C088111,18-24,Male,Central,Returning,In-Store,5,196.63,912.51,317,37,0.56,0.84,0.68,41,58.0,High,1
C088112,25-34,Female,Central,VIP,In-Store,1,288.06,272.77,64,6,0.37,0.07,0.41,42,33.0,Low,0
C088113,18-24,Female,Central,Returning,In-Store,1,177.77,177.44,310,4,0.6,0.78,0.17,99,80.5,Medium,1
C088114,45-54,Male,North,Loyal,Mobile App,20,280.36,5241.21,321,149,0.54,0.21,0.85,50,18.0,High,1
C088115,55+,Male,Central,Returning,Mobile App,2,91.7,214.59,44,9,0.15,0.29,0.84,20,22.5,Medium,0
C088116,18-24,Female,North,New,Online,3,157.45,552.9,2,8,0.77,0.86,0.52,69,67.0,Low,0
C088117,18-24,Other,East,New,Mobile App,1,149.25,172.96,5,5,0.78,0.25,0.49,43,38.0,Low,0
C088118,18-24,Other,North,New,In-Store,12,161.02,1699.13,236,52,0.17,0.06,0.28,84,39.0,Medium,0
C088119,25-34,Female,East,VIP,In-Store,1,168.23,155.99,14,7,0.18,0.76,0.58,41,59.0,Low,0
C088120,55+,Male,West,Returning,Online,3,131.51,379.77,340,10,0.27,0.61,0.54,44,53.5,High,1
C088121,35-44,Female,East,Returning,Online,20,153.4,3457.34,207,116,0.42,0.59,0.48,81,55.5,Low,0
C088122,45-54,Male,West,Returning,Mobile App,12,127.3,1484.99,281,89,0.79,0.43,0.09,89,67.0,Medium,0
C088123,35-44,Other,Central,Returning,Mobile App,8,68.0,641.45,34,55,0.69,0.75,0.39,22,68.0,Low,0
C088124,55+,Female,South,New,Mobile App,3,167.64,586.84,99,6,0.58,0.86,0.56,57,65.0,Medium,0
C088125,55+,Other,South,Returning,In-Store,3,369.36,1089.9,349,22,0.11,0.53,0.4,98,56.5,High,1
C088126,18-24,Other,North,VIP,In-Store,35,391.06,14667.49,333,279,0.11,0.68,0.67,26,50.5,High,1
C088127,35-44,Male,North,Returning,Mobile App,2,126.66,246.28,182,13,0.75,0.13,0.36,41,38.5,Medium,0
C088128,55+,Female,Central,New,In-Store,35,320.81,10523.69,228,230,0.32,0.73,0.13,88,80.0,Low,0
C088129,25-34,Female,West,VIP,Online,8,169.57,1303.22,269,50,0.79,0.46,0.7,24,38.0,High,1
C088130,45-54,Female,South,New,Online,35,206.21,6595.17,188,215,0.31,0.34,0.72,95,31.0,Medium,0
C088131,55+,Female,East,Returning,Mobile App,20,284.29,5699.39,260,48,0.4,0.35,0.78,17,28.5,High,1
C088132,18-24,Female,South,Loyal,Online,20,34.26,780.57,364,152,0.09,0.68,0.68,32,50.0,High,1
C088133,45-54,Other,South,VIP,Mobile App,3,76.68,220.31,93,13,0.35,0.83,0.34,13,74.5,Medium,0
C088134,18-24,Other,West,New,Online,5,200.38,996.57,294,22,0.1,0.3,0.35,53,47.5,High,1
C088135,18-24,Female,North,Returning,Online,8,356.26,2698.5,263,52,0.55,0.44,0.26,17,59.0,High,1
C088136,25-34,Male,North,New,Online,20,222.33,4585.39,64,55,0.57,0.31,0.2,22,55.5,Low,0
C088137,35-44,Female,South,VIP,Mobile App,3,115.39,360.74,271,23,0.73,0.81,0.82,76,49.5,High,1
C088138,18-24,Male,West,New,In-Store,60,203.76,14602.49,15,454,0.71,0.8,0.26,23,77.0,Low,0
C088139,18-24,Other,Central,New,Online,1,177.65,184.9,236,2,0.77,0.15,0.19,53,48.0,Medium,1
C088140,55+,Female,North,New,Mobile App,5,168.6,890.14,51,30,0.6,0.67,0.46,69,60.5,Low,0
C088141,25-34,Female,South,Returning,Mobile App,20,358.35,8195.03,144,105,0.07,0.88,0.49,71,69.5,Low,0
C088142,55+,Male,East,VIP,Online,35,293.95,11601.01,124,151,0.6,0.81,0.22,99,79.5,Low,0
C088143,25-34,Male,East,New,In-Store,20,104.93,2146.71,245,88,0.35,0.29,0.09,97,60.0,Low,0
C088144,25-34,Female,Central,Returning,Online,2,214.88,382.52,269,13,0.1,0.46,0.71,68,37.5,High,1
C088145,55+,Male,South,Returning,Mobile App,3,51.15,160.73,253,17,0.15,0.68,0.52,70,58.0,Medium,1
C088146,35-44,Male,South,New,In-Store,5,110.86,579.75,218,10,0.36,0.71,0.18,54,76.5,Low,0
C088147,45-54,Male,North,VIP,Mobile App,8,296.11,2301.96,93,17,0.16,0.45,0.09,56,68.0,Low,0
C088148,35-44,Other,South,New,In-Store,20,171.72,3564.23,261,108,0.19,0.17,0.7,97,23.5,High,1
C088149,25-34,Male,South,Returning,Mobile App,60,359.92,22245.84,314,425,0.08,0.86,0.62,14,62.0,High,1
C088150,35-44,Female,North,New,Online,35,214.46,6532.87,194,235,0.7,0.68,0.65,20,51.5,Medium,1
C088151,18-24,Male,North,VIP,In-Store,8,157.91,1279.4,196,20,0.62,0.71,0.13,13,79.0,Medium,1
C088152,35-44,Male,Central,New,In-Store,1,325.25,303.9,144,7,0.67,0.15,0.66,58,24.5,Medium,0
C088153,55+,Other,West,Returning,Mobile App,3,278.53,969.84,335,11,0.59,0.14,0.62,20,26.0,High,1
C088154,35-44,Other,North,Loyal,Mobile App,3,342.77,1207.86,360,15,0.26,0.4,0.49,30,45.5,High,1
C088155,35-44,Female,West,Loyal,In-Store,5,173.15,1012.76,203,32,0.25,0.6,0.6,72,50.0,Medium,1
C088156,35-44,Female,North,VIP,Mobile App,8,364.92,2866.28,19,46,0.1,0.8,0.21,15,79.5,Low,0
C088157,35-44,Female,East,Loyal,Online,2,366.86,862.57,160,9,0.48,0.06,0.69,37,18.5,Medium,1
C088158,35-44,Female,South,Loyal,Mobile App,1,29.71,27.72,1,6,0.79,0.38,0.61,77,38.5,Low,0
C088159,35-44,Other,West,Returning,In-Store,12,163.14,1705.75,34,35,0.74,0.2,0.15,61,52.5,Low,0
C088160,55+,Female,West,New,Mobile App,2,100.42,209.98,268,10,0.49,0.42,0.53,17,44.5,High,1
C088161,18-24,Other,North,Loyal,Mobile App,1,234.83,205.75,304,3,0.13,0.11,0.18,28,46.5,High,1
C088162,55+,Female,Central,VIP,Online,12,368.62,4027.48,335,87,0.42,0.53,0.58,24,47.5,High,1
C088163,45-54,Other,North,New,Mobile App,20,171.91,3246.57,336,113,0.51,0.77,0.84,53,46.5,High,1
C088164,45-54,Other,North,Loyal,In-Store,60,296.74,20140.16,314,318,0.5,0.57,0.33,94,62.0,Medium,1
C088165,18-24,Male,North,VIP,Online,8,21.35,165.46,309,57,0.18,0.21,0.74,66,23.5,High,1
C088166,35-44,Male,North,VIP,Mobile App,35,35.48,1357.55,328,216,0.32,0.21,0.44,51,38.5,High,1
C088167,45-54,Male,North,Returning,In-Store,3,354.18,1144.11,349,20,0.33,0.89,0.81,23,54.0,High,1
C088168,45-54,Other,East,VIP,In-Store,8,206.93,1646.18,350,35,0.07,0.19,0.65,84,27.0,High,1
C088169,55+,Male,West,VIP,In-Store,8,35.5,261.54,21,40,0.71,0.61,0.73,71,44.0,Low,0
C088170,18-24,Male,West,VIP,Mobile App,2,340.0,630.02,197,5,0.13,0.11,0.47,27,32.0,Medium,1
C088171,18-24,Other,Central,VIP,Mobile App,60,230.85,13442.78,335,307,0.23,0.48,0.55,61,46.5,High,1
C088172,35-44,Other,South,Returning,Mobile App,8,315.11,2649.61,245,21,0.21,0.2,0.6,20,30.0,High,1
C088173,25-34,Male,Central,Returning,Mobile App,20,59.38,1283.33,31,83,0.63,0.76,0.43,11,66.5,Low,0
C088174,55+,Male,North,Returning,Online,2,74.12,134.56,127,12,0.69,0.52,0.73,36,39.5,Medium,1
C088175,25-34,Female,West,New,Mobile App,12,202.39,2754.98,226,69,0.09,0.79,0.51,57,64.0,Medium,1
C088176,25-34,Male,East,Returning,Online,1,303.4,299.46,226,2,0.66,0.82,0.51,34,65.5,High,1
C088177,55+,Other,South,New,Mobile App,8,127.1,1219.54,138,19,0.53,0.41,0.53,77,44.0,Medium,0
C088178,45-54,Other,East,VIP,Online,12,253.58,2974.69,65,53,0.07,0.7,0.72,94,49.0,Low,0
C088179,18-24,Male,East,Loyal,In-Store,12,96.5,1386.86,160,63,0.65,0.28,0.42,75,43.0,Medium,0
C088180,25-34,Female,North,VIP,Online,35,159.69,6070.13,238,206,0.55,0.15,0.58,48,28.5,Medium,1
C088181,45-54,Other,South,New,In-Store,8,183.13,1277.05,210,56,0.69,0.21,0.53,95,34.0,Medium,0
C088182,18-24,Female,North,Returning,Online,35,196.71,6657.22,204,264,0.17,0.76,0.19,29,78.5,Medium,1
C088183,45-54,Male,North,New,Mobile App,1,147.19,163.96,140,7,0.35,0.35,0.1,27,62.5,Medium,0
C088184,25-34,Other,East,Returning,Online,20,283.6,5600.87,291,128,0.07,0.75,0.3,88,72.5,Medium,0
C088185,35-44,Other,West,Returning,Mobile App,12,36.93,432.27,66,33,0.68,0.56,0.53,85,51.5,Low,0
C088186,25-34,Other,East,VIP,Online,5,287.73,1360.1,264,27,0.25,0.41,0.22,59,59.5,Medium,1
C088187,35-44,Female,South,New,Online,8,373.0,3159.62,348,62,0.58,0.5,0.8,67,35.0,High,1
C088188,35-44,Other,Central,Returning,In-Store,1,197.51,218.08,311,3,0.58,0.12,0.66,68,23.0,High,1
C088189,35-44,Female,East,Returning,In-Store,2,266.81,539.7,34,6,0.57,0.27,0.45,19,41.0,Low,0
C088190,25-34,Male,South,Returning,In-Store,12,229.31,2915.76,74,30,0.36,0.09,0.68,30,20.5,Medium,0
C088191,55+,Male,North,Returning,Online,1,41.27,43.59,26,4,0.41,0.74,0.42,90,66.0,Low,0
C088192,25-34,Other,East,Loyal,Mobile App,2,59.7,104.68,13,14,0.8,0.87,0.63,63,62.0,Low,0
C088193,25-34,Male,Central,Loyal,Online,12,40.76,582.81,320,50,0.27,0.42,0.57,80,42.5,High,1
C088194,18-24,Female,Central,VIP,In-Store,5,218.97,1132.5,276,14,0.19,0.32,0.42,32,45.0,High,1
C088195,55+,Other,South,VIP,In-Store,3,262.99,780.39,159,10,0.52,0.83,0.45,99,69.0,Low,0
C088196,45-54,Other,West,Loyal,Online,12,24.81,291.99,231,90,0.75,0.12,0.12,42,50.0,Medium,1
C088197,55+,Other,South,Returning,Mobile App,35,43.2,1739.63,114,220,0.24,0.86,0.07,40,89.5,Low,0
C088198,25-34,Male,East,New,In-Store,20,260.32,5519.48,173,119,0.56,0.2,0.79,75,20.5,Medium,1
C088199,25-34,Female,East,New,Mobile App,5,358.35,1709.45,200,18,0.34,0.5,0.6,36,45.0,High,1
C088200,35-44,Other,West,VIP,In-Store,2,390.86,666.75,170,6,0.08,0.26,0.79,15,23.5,High,1
C088201,55+,Female,South,VIP,Mobile App,8,283.73,2344.21,144,48,0.31,0.39,0.37,65,51.0,Medium,0
C088202,25-34,Male,South,New,In-Store,20,274.5,6094.0,91,134,0.09,0.49,0.36,37,56.5,Low,0
C088203,35-44,Other,Central,New,Mobile App,1,132.81,149.08,255,3,0.24,0.09,0.21,66,44.0,Medium,1
C088204,35-44,Other,Central,VIP,Online,35,28.86,1203.36,323,79,0.61,0.21,0.28,52,46.5,High,1
C088205,35-44,Female,Central,Returning,In-Store,12,327.35,3937.57,53,59,0.4,0.39,0.6,40,39.5,Low,0
C088206,35-44,Other,West,VIP,Mobile App,5,97.19,486.03,40,13,0.37,0.61,0.48,94,56.5,Low,0
C088207,45-54,Male,West,VIP,Mobile App,60,159.74,10757.11,349,420,0.12,0.33,0.26,94,53.5,High,1
C088208,18-24,Male,East,New,Online,35,259.75,9788.09,252,263,0.58,0.36,0.42,94,47.0,Medium,0
C088209,18-24,Male,East,VIP,Online,8,34.78,303.96,182,18,0.51,0.2,0.73,98,23.5,Medium,0
C088210,35-44,Other,West,Loyal,Online,20,223.38,3946.44,144,40,0.14,0.73,0.47,14,63.0,High,1
C088211,35-44,Female,South,Loyal,Online,12,328.25,4594.36,50,55,0.28,0.61,0.61,90,50.0,Low,0
C088212,18-24,Other,North,VIP,In-Store,1,364.57,329.5,66,2,0.24,0.29,0.36,49,46.5,Low,0
C088213,45-54,Female,Central,Loyal,In-Store,35,304.39,10673.39,333,275,0.13,0.53,0.57,46,48.0,High,1
C088214,45-54,Male,South,Returning,Mobile App,12,346.32,3848.7,302,75,0.49,0.62,0.42,92,60.0,High,1
C088215,35-44,Male,Central,VIP,In-Store,1,142.14,137.56,291,4,0.24,0.13,0.1,73,51.5,Medium,1
C088216,55+,Male,North,Returning,In-Store,8,103.48,920.83,246,44,0.79,0.42,0.2,39,61.0,Medium,1
C088217,55+,Female,Central,Loyal,Mobile App,12,329.99,4693.13,234,91,0.43,0.37,0.35,18,51.0,High,1
C088218,25-34,Female,North,New,Mobile App,2,110.63,224.3,228,12,0.69,0.71,0.19,89,76.0,Low,0
C088219,55+,Male,West,VIP,In-Store,60,276.74,19173.2,12,433,0.68,0.82,0.57,23,62.5,Low,0
C088220,18-24,Other,South,Returning,Online,2,21.55,45.11,35,13,0.75,0.11,0.14,52,48.5,Low,0
C088221,45-54,Male,South,Loyal,Online,8,267.83,2456.17,272,55,0.54,0.11,0.81,69,15.0,High,1
C088222,35-44,Other,Central,Returning,Mobile App,35,135.76,4727.36,23,222,0.11,0.49,0.3,97,59.5,Low,0
C088223,35-44,Female,East,Loyal,Online,8,247.36,2331.64,320,49,0.36,0.15,0.1,74,52.5,High,1
C088224,18-24,Other,East,Loyal,Online,2,383.62,828.77,213,7,0.67,0.3,0.23,59,53.5,Medium,0
C088225,25-34,Male,East,Returning,Mobile App,8,100.78,879.21,138,30,0.27,0.28,0.25,37,51.5,Low,0
C088226,25-34,Other,Central,New,Mobile App,20,161.74,3632.66,261,43,0.35,0.65,0.15,36,75.0,Medium,1
C088227,25-34,Male,South,VIP,Online,35,138.8,4969.5,35,143,0.59,0.12,0.62,84,25.0,Low,0
C088228,18-24,Female,East,VIP,In-Store,12,23.25,243.13,278,59,0.46,0.67,0.73,98,47.0,High,1
C088229,35-44,Male,East,Loyal,Online,1,133.09,150.7,136,6,0.53,0.06,0.11,40,47.5,Low,0
C088230,25-34,Other,Central,VIP,Online,1,367.04,395.45,135,5,0.38,0.29,0.09,89,60.0,Low,0
C088231,18-24,Male,West,New,Online,20,30.07,578.59,304,157,0.64,0.81,0.19,27,81.0,High,1
C088232,55+,Other,Central,Loyal,In-Store,2,45.35,102.68,45,10,0.32,0.38,0.45,12,46.5,Low,0
C088233,45-54,Other,West,Returning,Mobile App,5,97.86,571.22,183,10,0.33,0.54,0.27,84,63.5,Low,0
C088234,18-24,Other,West,New,Online,35,325.17,12113.68,273,200,0.77,0.6,0.26,49,67.0,Medium,1
C088235,25-34,Male,North,New,Mobile App,2,129.46,269.06,22,9,0.18,0.15,0.83,42,16.0,Low,0
C088236,45-54,Other,Central,New,In-Store,20,97.9,2017.83,232,47,0.35,0.24,0.54,25,35.0,High,1
C088237,25-34,Male,Central,New,In-Store,8,244.58,2300.74,46,56,0.67,0.17,0.63,75,27.0,Low,0
C088238,55+,Female,North,Returning,Mobile App,1,307.34,335.98,165,5,0.32,0.27,0.3,27,48.5,Medium,1
C088239,35-44,Male,East,Loyal,Online,5,319.46,1568.14,182,35,0.35,0.69,0.64,57,52.5,Medium,1
C088240,35-44,Other,East,New,Mobile App,5,187.76,1115.62,142,29,0.08,0.27,0.32,98,47.5,Low,0
C088241,25-34,Other,South,Loyal,Online,35,169.63,6724.57,300,233,0.45,0.53,0.35,87,59.0,High,1
C088242,25-34,Male,North,VIP,Mobile App,60,290.97,14974.76,283,227,0.3,0.25,0.69,38,28.0,High,1
C088243,35-44,Female,North,Loyal,In-Store,8,66.87,627.4,132,45,0.52,0.11,0.82,79,14.5,Medium,0
C088244,55+,Other,West,Loyal,Online,35,360.48,11676.16,102,259,0.79,0.75,0.63,47,56.0,Low,0
C088245,18-24,Male,North,Returning,Online,35,349.53,10516.78,106,218,0.59,0.11,0.09,31,51.0,Low,0
C088246,25-34,Female,East,VIP,Mobile App,3,238.54,780.16,318,15,0.63,0.27,0.7,66,28.5,High,1
C088247,18-24,Female,South,Loyal,Online,1,138.52,126.63,118,4,0.69,0.66,0.65,10,50.5,Medium,1
C088248,25-34,Other,North,Returning,Mobile App,5,170.47,837.37,182,38,0.46,0.83,0.51,66,66.0,Medium,0
C088249,25-34,Other,North,Loyal,Online,1,376.6,330.44,122,4,0.72,0.07,0.21,76,43.0,Low,0
C088250,35-44,Other,South,Returning,In-Store,8,144.87,1265.56,244,38,0.2,0.28,0.81,73,23.5,High,1
C088251,35-44,Male,South,Returning,Mobile App,8,141.85,1070.65,262,26,0.39,0.1,0.59,62,25.5,High,1
C088252,18-24,Other,South,Loyal,In-Store,12,364.8,3919.71,112,24,0.2,0.37,0.63,62,37.0,Low,0
C088253,35-44,Female,West,New,In-Store,1,53.59,54.35,253,7,0.68,0.83,0.44,68,69.5,Medium,1
C088254,35-44,Female,Central,Returning,Mobile App,1,308.17,336.24,248,4,0.55,0.37,0.65,55,36.0,High,1
C088255,55+,Female,South,Returning,In-Store,12,229.58,2958.77,170,73,0.67,0.5,0.17,45,66.5,Medium,0
C088256,25-34,Female,South,New,Mobile App,2,373.99,751.79,89,10,0.1,0.14,0.24,37,45.0,Low,0
C088257,55+,Other,North,New,Mobile App,1,383.78,400.71,246,3,0.5,0.75,0.47,18,64.0,High,1
C088258,25-34,Female,North,Loyal,Online,5,311.8,1556.61,324,31,0.57,0.55,0.11,65,72.0,High,1
C088259,55+,Female,South,VIP,Mobile App,20,53.27,934.23,21,139,0.79,0.4,0.75,31,32.5,Low,0
C088260,45-54,Male,South,Returning,Mobile App,1,103.16,117.89,260,6,0.16,0.66,0.58,13,54.0,High,1
C088261,25-34,Female,North,New,Online,12,365.65,5214.37,47,72,0.77,0.87,0.17,53,85.0,Low,0
C088262,55+,Male,North,Returning,Mobile App,3,341.79,911.9,81,9,0.2,0.82,0.43,83,69.5,Low,0
C088263,18-24,Other,East,VIP,Online,20,397.57,9507.52,138,135,0.61,0.25,0.54,50,35.5,Medium,0
